名前,記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,安定段位,点数期待,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
rank_1_ave,550.3709273182957,null,null,0.22490119047619048,0.14974298245614034,0.3231190476190476,0.08878809523809525,0.1046295112781955,0.5030524436090225,0.3408029448621554,0.19983195488721806,12.34117731829574,6721.951127819549,5849.119047619048,2.4944987468671678,0.08947769423558898,null,null,0.5207127192982456,0.13115827067669172,0.09797926065162907,3157.28007518797,8155.976817042607,7050.065162907268,0.7934022556390977,0.20659780701754385,0.20926986215538848,9.661929824561405,0.11050300751879699,0.21446829573934834,0.011456077694235591,0.7344781328320802,0.45015883458646616,null,null,5.052631578947368,0.32457211779448625,0.10297844611528824,10676.208646616542,0.17707850877192982,0.3558974310776942,0.15614179197994987,0.3002035087719298,0.10653728070175439,1506.0651629072681,878.8571428571429,627.2136591478696,11.414160401002507,5546.449248120301,0.463591746709987,0.4476226926418448,0.08878809523809525
rank_2_ave,1021.3189873417722,null,null,0.21648962025316454,0.13522886075949364,0.36587620253164554,0.12404936708860759,0.13255531645569618,0.46129392405063285,0.31883316455696203,0.18852594936708855,12.292360759493672,6601.869620253165,5598.206329113924,2.4952316455696204,0.07951898734177214,null,null,0.500360253164557,0.13707443037974684,0.10238696202531644,3035.1430379746835,8176.656962025317,6986.343037974683,0.8056556962025317,0.19434443037974683,0.1964651898734177,9.554832911392404,0.1427226582278481,0.19914556962025315,0.010465063291139227,0.7483789873417721,0.4895459493670886,null,null,5.491139240506329,0.31925746835443036,0.10112189873417719,10516.948101265823,0.19314683544303798,0.337803417721519,0.14314632911392405,0.30210468354430375,0.136646582278481,1426.1430379746835,759.6924050632912,666.4379746835443,3.418987341772152,10645.355696202532,0.43582895962791535,0.44011690435130274,0.12404936708860759
rank_3_ave,706.3009220452641,null,null,0.22211613579212072,0.14493738474434198,0.33727585917854147,0.10046303436714166,0.11387569153394804,0.4892262782900252,0.33352879295892707,0.19608855825649624,12.325014249790444,6682.192372170997,5766.042330259849,2.4947414082145847,0.08618038558256495,null,null,0.5139740569991618,0.1331170997485331,0.09943864207879297,3116.840737636211,8162.823973176865,7028.966890192792,0.7974593461860854,0.20254073763621125,0.20503025984911985,9.626470243084661,0.121170871751886,0.20939497066219614,0.01112795473595976,0.7390806789606035,0.4631998323554065,null,null,5.197820620284996,0.32281244761106453,0.10236374685666386,10623.477787091366,0.18239870075440065,0.349906538139145,0.15183901927912824,0.30083298407376363,0.1165064124056999,1479.603101424979,839.4019279128248,640.2007544006706,8.766974015088014,7234.687342833194,0.4543995414313463,0.4451375406093518,0.10046303436714166
rank_4_ave,885.9005328596803,null,null,0.2148797513321492,0.12791740674955596,0.3918477797513321,0.13482824156305506,0.14227442273534638,0.4542719360568383,0.3290804618117229,0.1851854351687389,12.184586145648314,6489.490230905862,5409.820603907638,2.48754351687389,0.06950284191829485,null,null,0.485926110124334,0.14366802841918294,0.10843978685612789,2903.6731793960926,8157.1083481349915,6810.612788632327,0.8050204262877442,0.1949795737122558,0.19421740674955593,9.43796269982238,0.15317619893428064,0.19297690941385434,0.010493072824156307,0.7366168738898756,0.5016907637655418,null,null,5.399644760213143,0.3161479573712256,0.09896554174067496,10352.051509769095,0.20920959147424512,0.34581296625222024,0.1346126110124334,0.2930941385435169,0.15605079928952043,1392.5328596802842,692.7690941385436,699.7761989342806,17.25399644760213,9387.820603907638,0.41918749541911093,0.4459753498240007,0.13482824156305506
rank_5_ave,637.8666049096804,null,null,0.22228791106993975,0.14405155164427974,0.34104136174154703,0.10079393237610006,0.11444613246873553,0.4903320055581288,0.33774608615099583,0.19601259842519683,12.300343214451134,6661.332561371005,5734.56368689208,2.492685039370079,0.08426887447892542,null,null,0.5116414543770265,0.1344204261232052,0.10070704029643354,3091.147290412228,8156.271885132006,6987.623436776285,0.7964319129226495,0.20356813339509033,0.20534465030106533,9.603526169522928,0.12163084761463641,0.20886401111625755,0.01120495599814729,0.7350358499305234,0.4635967577582214,null,null,5.143121815655396,0.32237535896248265,0.10193200555812876,10591.678554886521,0.18545729504400182,0.35326771653543304,0.15052765169059748,0.2983496062992126,0.1194488652153775,1476.4594719777674,830.3311718388143,646.1357109773043,12.937007874015748,6548.159333024549,0.4520125000787859,0.4471931169093547,0.10079393237610006
rank_6_ave,964.969696969697,null,null,0.21581973392461196,0.13218647450110865,0.37668329637841835,0.12853458980044347,0.13659955654101993,0.45837198817442726,0.3230971914264597,0.1871359201773836,12.24751441241685,6555.107169253511,5519.816703621582,2.4920325203252034,0.07535114560236511,null,null,0.4943540280857354,0.1398181079083518,0.10490561714708056,2980.4368070953437,8168.522542498153,6913.219512195122,0.8053913525498891,0.19460872135994084,0.19552985957132293,9.50620177383592,0.14707250554323725,0.19657871396895787,0.010476718403547665,0.7434846267553584,0.49459955654102,null,null,5.453067257945307,0.31796356245380636,0.10022461197339247,10448.332594235033,0.19983074648928306,0.34113628972653365,0.13959534368070953,0.2983552845528455,0.14472091648189206,1412.1574279379158,731.8447893569845,680.310421286031,9.17590539541759,10122.079822616408,0.4289042409660109,0.4425546758229428,0.12853458980044347
rank_7_ave,740.5886741268226,null,null,0.22073462190573073,0.14168806375042386,0.3476943031536114,0.10702377076975245,0.11929735503560529,0.48255306883689386,0.3326795523906409,0.19400701932858597,12.29820481519159,6645.403187521194,5698.03526619193,2.493367243133265,0.08299643947100711,null,null,0.5086193624957612,0.1351314004747372,0.10115707019328585,3076.144455747711,8161.732790776535,6987.2804340454395,0.7989028484231944,0.20109721939640554,0.2029659545608681,9.590481858257036,0.12728107833163785,0.20626056290267888,0.011006748050186501,0.7386103085791793,0.47054821973550354,null,null,5.236351305527298,0.3215401152933197,0.10171498813157001,10571.659206510682,0.18751722617836555,0.34912502543234997,0.1485502882332994,0.29935554425228894,0.12405591726008817,1462.9803323160393,811.4079348931841,651.5744320108512,10.3872499152255,7645.746693794506,0.4476771331896073,0.44529748858759777,0.10702377076975245
rating_1_ave,547.5711574952562,null,null,0.22114278937381404,0.15554421252371917,0.3288157495256167,0.08767381404174572,0.10565616698292221,0.515611385199241,0.3440748576850095,0.1997563567362429,12.365901328273244,6732.5388994307405,5879.524667931689,2.53822770398482,0.09708662239089183,null,null,0.5119327324478178,0.13360360531309298,0.09957172675521822,3076.7001897533205,8170.337760910816,7074.610056925996,0.7894910815939279,0.21050901328273247,0.2067842504743833,9.68829981024668,0.11567931688804553,0.2126951612903226,0.011723624288425046,0.7311304554079696,0.443253605313093,null,null,5.012333965844403,0.32372656546489564,0.10244117647058823,10660.964895635674,0.1733816888045541,0.3575595825426945,0.16139193548387096,0.2935394686907021,0.10798851992409866,1482.7333965844402,917.4430740037951,565.2979127134724,-49.13282732447818,5527.889943074004,0.4633538232887962,0.44896566831999657,0.08767381404174572
rating_2_ave,663.5398520953164,null,null,0.2220242399342646,0.1387606409202958,0.34483122432210356,0.10995784716516023,0.11958792111750204,0.4733562037797863,0.32538438783894824,0.19367132292522596,12.29912078882498,6642.5086277732125,5689.183237469187,2.476301561216105,0.0797315529991783,null,null,0.5131522596548891,0.13376918652423994,0.10008011503697617,3122.794576828266,8161.361544782251,6989.947411668036,0.8011548890714872,0.19884519309778143,0.20284092029580936,9.594373870172555,0.12597995069843881,0.20713270336894,0.010991618734593258,0.7447972062448645,0.4756437962202136,null,null,5.216926869350862,0.3218770747740345,0.10229424815119145,10586.736236647494,0.18825365653245685,0.3432267050123254,0.14632711585866884,0.30520336894001643,0.1223263763352506,1471.2645850451931,791.7050123253903,679.5595727198028,35.92686935086278,6821.441248972884,0.4482872053305318,0.4417620214164549,0.10995784716516023
rating_3_ave,609.7173051519154,null,null,0.2216151475121092,0.1465501100836636,0.3373982386613826,0.09961554381329811,0.11312201673271684,0.4929673712021136,0.3340588727432849,0.19649546455306033,12.330114487010128,6684.292822545134,5777.5231175693525,2.505042272126816,0.08778626155878468,null,null,0.5125862615587846,0.13369233817701454,0.09984416556583003,3101.4015852047555,8165.527520915896,7029.240422721268,0.7957415675913695,0.2042585204755614,0.20467107001321,9.637966094231617,0.12119929546455306,0.20971431087626596,0.011331351827388812,0.7384542932628798,0.46061109643328924,null,null,5.121972699251431,0.32273544693967415,0.10236243945398503,10621.186701893439,0.18135138705416115,0.34987877586966093,0.15331889035667104,0.2997900044033465,0.11567199471598415,1476.587406428886,850.0616468516072,626.5292822545134,-3.55041831792162,6221.087626596213,0.45527981445779314,0.4451053256156327,0.09961554381329811
